n;rooms;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;tel;bal;floor;new;floors;nfloor;floor1;floor2;nw;w;sw;sanuzel__1_razdel__0_sovm_;okrug;price_meter;ln_price_meter;ln_livesp;ln_totsp;ln_kitsp;ln_dist;ln_metrdist;ln_metrdist_walk;ln_livesp_sq;ln_totsp_sq;ln_kitsp_sq;ln_dist_sq;ln_metrdist_sq;ln_floors;ln_nfloor;ln_floors_sq;ln_nfloor_sq;non_livesp;ln_totsp2;ln_totsp3;ln_price_metr
605;1;8500000;39;20;10;15;8;1;0;1;1;1;0;22;19;0;0;1;0;0;0;szao;217948.7;12.29202;2.995732;3.663562;2.302585;2.70805;2.079442;2.079442;8.974412;13.42168;5.301898;7.333536;4.324077;3.091043;2.944439;9.554543;8.669721;9;13.42168393;26.88493523;12.29201499
606;1;7100000;35;18;8;15;10;1;0;1;1;1;0;12;10;0;0;1;0;0;1;szao;202857.1;12.22026;2.890372;3.555348;2.079442;2.70805;2.302585;2.302585;8.354249;12.6405;4.324077;7.333536;5.301898;2.484907;2.302585;6.174761;5.301898;9;12.64049984;24.14688508;12.22025707
607;1;6250000;40;20;10;15;12;1;0;0;1;0;0;16;1;1;0;1;0;0;0;szao;156250;11.95921;2.995732;3.688879;2.302585;2.70805;2.484907;2.484907;8.974412;13.60783;5.301898;7.333536;6.174761;2.772589;0;7.687248;0;10;13.60783163;26.88493523;11.95921257
608;1;8500000;20;16;3;15;10;1;0;1;0;1;0;22;19;0;0;1;0;0;;szao;425000;12.95984;2.772589;2.995732;1.098612;2.70805;2.302585;2.302585;7.687248;8.974412;1.206949;7.333536;5.301898;3.091043;2.944439;9.554543;8.669721;1;8.974411855;21.31357773;12.95984445
609;1;7500000;21;16;3;15;7;0;0;1;0;1;0;12;2;0;0;1;0;0;;szao;357142.8;12.78589;2.772589;3.044523;1.098612;2.70805;1.94591;0;7.687248;9.269117;1.206949;7.333536;3.786566;2.484907;0.6931472;6.174761;0.480453;2;9.269116874;21.31357773;12.78589098
610;1;7500000;20;16;3;15;7;0;0;1;0;1;0;12;3;0;0;1;0;0;;szao;375000;12.83468;2.772589;2.995732;1.098612;2.70805;1.94591;0;7.687248;8.974412;1.206949;7.333536;3.786566;2.484907;1.098612;6.174761;1.206949;1;8.974411855;21.31357773;12.8346813
611;1;5400000;31;17;6;15.5;5;0;0;1;1;1;1;5;2;0;0;1;0;0;1;szao;174193.5;12.06792;2.833213;3.433987;1.791759;2.74084;1.609438;0;8.027098;11.79227;3.210402;7.512204;2.590291;1.609438;0.6931472;2.590291;0.480453;8;11.79226812;22.74248075;12.06792203
612;1;5300000;31;19;6;15.5;12;1;0;1;0;1;1;9;4;0;0;1;0;0;0;szao;170967.7;12.04923;2.944439;3.433987;1.791759;2.74084;2.484907;2.484907;8.669721;11.79227;3.210402;7.512204;6.174761;2.197225;1.386294;4.827796;1.921812;6;11.79226812;25.52746416;12.04922993
613;1;5290000;32;20;6;15.5;7;1;0;1;1;0;1;5;5;0;1;1;0;0;0;szao;165312.5;12.01559;2.995732;3.465736;1.791759;2.74084;1.94591;1.94591;8.974412;12.01133;3.210402;7.512204;3.786566;1.609438;1.609438;2.590291;2.590291;6;12.01132535;26.88493523;12.0155929
614;1;6200000;35;19;9;15.5;10;1;0;1;1;1;1;12;4;0;0;1;0;0;0;szao;177142.9;12.08471;2.944439;3.555348;2.197225;2.74084;2.302585;2.302585;8.669721;12.6405;4.827796;7.512204;5.301898;2.484907;1.386294;6.174761;1.921812;7;12.64049984;25.52746416;12.08471203
615;1;6500000;40;19;10;15.5;15;1;0;1;1;1;1;22;20;0;0;1;0;0;1;szao;162500;11.99843;2.944439;3.688879;2.302585;2.74084;2.70805;2.70805;8.669721;13.60783;5.301898;7.512204;7.333536;3.091043;2.995732;9.554543;8.974412;11;13.60783163;25.52746416;11.99843328
616;1;6200000;39;19;9;15.5;10;0;0;1;0;1;0;17;15;0;0;1;0;0;0;szao;158974.4;11.9765;2.944439;3.663562;2.197225;2.74084;2.302585;0;8.669721;13.42168;4.827796;7.512204;5.301898;2.833213;2.70805;8.027098;7.333536;11;13.42168393;25.52746416;11.97649846
617;1;6000000;37;19;9;15.5;15;1;0;1;1;1;0;16;15;0;0;1;0;0;;szao;162162.2;11.99635;2.944439;3.610918;2.197225;2.74084;2.70805;2.70805;8.669721;13.03873;4.827796;7.512204;7.333536;2.772589;2.70805;7.687248;7.333536;9;13.03872817;25.52746416;11.99635235
618;1;5150000;30;18;6;15.5;7;0;1;1;0;1;0;5;2;0;0;1;0;0;;szao;171666.7;12.05331;2.890372;3.401197;1.791759;2.74084;1.94591;0;8.354249;11.56814;3.210402;7.512204;3.786566;1.609438;0.6931472;2.590291;0.480453;6;11.56814363;24.14688508;12.05331009
619;1;6850000;39;21;9;15.5;15;1;0;1;1;1;0;12;9;0;0;1;0;0;1;szao;175641;12.0762;3.044523;3.663562;2.197225;2.74084;2.70805;2.70805;9.269117;13.42168;4.827796;7.512204;7.333536;2.484907;2.197225;6.174761;4.827796;9;13.42168393;28.2200343;12.07619742
620;1;5900000;31;19;6;15.5;5;1;0;1;1;1;0;5;3;0;0;1;0;0;0;szao;190322.6;12.15648;2.944439;3.433987;1.791759;2.74084;1.609438;1.609438;8.669721;11.79227;3.210402;7.512204;2.590291;1.609438;1.098612;2.590291;1.206949;6;11.79226812;25.52746416;12.15647581
621;1;7690000;21;16;3;15.5;15;0;0;1;0;1;0;12;8;0;0;1;0;0;;szao;366190.5;12.81091;2.772589;3.044523;1.098612;2.74084;2.70805;0;7.687248;9.269117;1.206949;7.512204;7.333536;2.484907;2.079442;6.174761;4.324077;2;9.269116874;21.31357773;12.81090897
622;1;6270000;32;17;7;15.5;5;1;0;1;1;1;0;12;6;0;0;1;0;0;;szao;195937.5;12.18555;2.833213;3.465736;1.94591;2.74084;1.609438;1.609438;8.027098;12.01133;3.786566;7.512204;2.590291;2.484907;1.791759;6.174761;3.210402;8;12.01132535;22.74248075;12.18555101
623;1;6100000;35;19;9;15.5;10;1;0;1;1;1;0;12;4;0;0;1;0;0;0;szao;174285.7;12.06845;2.944439;3.555348;2.197225;2.74084;2.302585;2.302585;8.669721;12.6405;4.827796;7.512204;5.301898;2.484907;1.386294;6.174761;1.921812;7;12.64049984;25.52746416;12.06845119
624;1;5500000;31;19;6;15.5;12;1;0;1;0;1;0;9;4;0;0;1;0;0;0;szao;177419.4;12.08627;2.944439;3.433987;1.791759;2.74084;2.484907;2.484907;8.669721;11.79227;3.210402;7.512204;6.174761;2.197225;1.386294;4.827796;1.921812;6;11.79226812;25.52746416;12.0862717
625;1;5850000;36;20;8;15.5;7;1;1;1;1;0;0;5;5;0;1;1;0;0;0;szao;162500;11.99843;2.995732;3.583519;2.079442;2.74084;1.94591;1.94591;8.974412;12.84161;4.324077;7.512204;3.786566;1.609438;1.609438;2.590291;2.590291;8;12.84160798;26.88493523;11.99843328
626;1;8500000;40;20;10;15.5;5;1;0;0;0;1;0;14;3;0;0;1;0;0;0;szao;212500;12.2667;2.995732;3.688879;2.302585;2.74084;1.609438;1.609438;8.974412;13.60783;5.301898;7.512204;2.590291;2.639057;1.098612;6.964624;1.206949;10;13.60783163;26.88493523;12.26669727
627;1;5190000;32;20;6;15.5;8;1;0;1;1;0;0;5;5;0;1;1;0;0;;szao;162187.5;11.99651;2.995732;3.465736;1.791759;2.74084;2.079442;2.079442;8.974412;12.01133;3.210402;7.512204;4.324077;1.609438;1.609438;2.590291;2.590291;6;12.01132535;26.88493523;11.99650835
628;1;6500000;38;19;9;15.5;12;1;0;1;1;1;0;4;3;0;0;1;0;0;0;szao;171052.6;12.04973;2.944439;3.637586;2.197225;2.74084;2.484907;2.484907;8.669721;13.23203;4.827796;7.512204;6.174761;1.386294;1.098612;1.921812;1.206949;10;13.23203307;25.52746416;12.04972639
629;1;6500000;38;21;9;15.5;10;1;0;1;0;1;0;12;10;0;0;1;0;0;1;szao;171052.6;12.04973;3.044523;3.637586;2.197225;2.74084;2.302585;2.302585;9.269117;13.23203;4.827796;7.512204;5.301898;2.484907;2.302585;6.174761;5.301898;8;13.23203307;28.2200343;12.04972639
630;1;6700000;39;21;9;15.5;10;1;0;1;0;1;0;12;10;0;0;1;0;0;1;szao;171794.9;12.05406;3.044523;3.663562;2.197225;2.74084;2.302585;2.302585;9.269117;13.42168;4.827796;7.512204;5.301898;2.484907;2.302585;6.174761;5.301898;9;13.42168393;28.2200343;12.0540566
631;1;5950000;35;20;10;15.5;12;1;0;1;0;1;0;12;2;0;0;1;0;0;0;szao;170000;12.04355;2.995732;3.555348;2.302585;2.74084;2.484907;2.484907;8.974412;12.6405;5.301898;7.512204;6.174761;2.484907;0.6931472;6.174761;0.480453;5;12.64049984;26.88493523;12.04355372
632;1;6500000;39;20;10;15.5;15;1;0;1;1;1;0;12;4;0;0;1;0;0;0;szao;166666.7;12.02375;2.995732;3.663562;2.302585;2.74084;2.70805;2.70805;8.974412;13.42168;5.301898;7.512204;7.333536;2.484907;1.386294;6.174761;1.921812;9;13.42168393;26.88493523;12.02375129
633;1;5150000;33;20;6;15.5;10;1;1;0;0;0;0;9;1;1;0;1;0;0;0;szao;156060.6;11.958;2.995732;3.496508;1.791759;2.74084;2.302585;2.302585;8.974412;12.22557;3.210402;7.512204;5.301898;2.197225;0;4.827796;0;7;12.22556513;26.88493523;11.95799967
634;1;6700000;21;16;3;15.5;7;0;0;1;0;1;0;12;10;0;0;1;0;0;;szao;319047.6;12.6731;2.772589;3.044523;1.098612;2.74084;1.94591;0;7.687248;9.269117;1.206949;7.512204;3.786566;2.484907;2.302585;6.174761;5.301898;2;9.269116874;21.31357773;12.67309559
635;1;5700000;31;19;5;15.5;7;0;1;1;0;1;0;5;3;0;0;1;0;0;;szao;183871;12.12199;2.944439;3.433987;1.609438;2.74084;1.94591;0;8.669721;11.79227;2.590291;7.512204;3.786566;1.609438;1.098612;2.590291;1.206949;7;11.79226812;25.52746416;12.1219897
636;1;5900000;20;16;3;15.5;10;0;0;1;0;1;0;9;6;0;0;1;0;0;;szao;295000;12.59473;2.772589;2.995732;1.098612;2.74084;2.302585;0;7.687248;8.974412;1.206949;7.512204;5.301898;2.197225;1.791759;4.827796;3.210402;1;8.974411855;21.31357773;12.59473064
637;1;3300000;20;16;3;16.5;5;0;1;1;0;1;1;5;2;0;0;0;0;1;0;uzao;165000;12.0137;2.772589;2.995732;1.098612;2.80336;1.609438;0;7.687248;8.974412;1.206949;7.85883;2.590291;1.609438;0.6931472;2.590291;0.480453;1;8.974411855;21.31357773;12.01370075
638;1;5800000;33;8;7;16.5;10;1;0;1;0;0;1;9;9;0;1;0;0;1;0;uzao;175757.6;12.07686;2.079442;3.496508;1.94591;2.80336;2.302585;2.302585;4.324077;12.22557;3.786566;7.85883;5.301898;2.197225;2.197225;4.827796;4.827796;18;12.22556513;8.991665604;12.07686105
639;1;5700000;34;20;6;16.5;10;1;0;1;1;0;1;9;1;1;0;0;0;1;;uzao;167647.1;12.02962;2.995732;3.526361;1.791759;2.80336;2.302585;2.302585;8.974412;12.43522;3.210402;7.85883;5.301898;2.197225;0;4.827796;0;8;12.43521855;26.88493523;12.02961645
640;1;6100000;35;20;6;16.5;10;1;0;1;1;1;1;9;6;0;0;0;0;1;0;uzao;174285.7;12.06845;2.995732;3.555348;1.791759;2.80336;2.302585;2.302585;8.974412;12.6405;3.210402;7.85883;5.301898;2.197225;1.791759;4.827796;3.210402;9;12.64049984;26.88493523;12.06845119
641;1;5700000;35;20;7;16.5;10;1;0;1;0;1;1;9;5;0;0;0;0;1;;uzao;162857.1;12.00063;2.995732;3.555348;1.94591;2.80336;2.302585;2.302585;8.974412;12.6405;3.786566;7.85883;5.301898;2.197225;1.609438;4.827796;2.590291;8;12.64049984;26.88493523;12.00062841
642;1;4500000;35;19;8;16.5;30;0;1;1;1;0;1;8;1;1;0;0;0;1;1;uzao;128571.4;11.76424;2.944439;3.555348;2.079442;2.80336;3.401197;0;8.669721;12.6405;4.324077;7.85883;11.56814;2.079442;0;4.324077;0;8;12.64049984;25.52746416;11.76423967
643;1;6700000;39;19;10;16.5;5;1;0;1;1;1;1;16;7;0;0;0;0;1;0;uzao;171794.9;12.05406;2.944439;3.663562;2.302585;2.80336;1.609438;1.609438;8.669721;13.42168;5.301898;7.85883;2.590291;2.772589;1.94591;7.687248;3.786566;10;13.42168393;25.52746416;12.0540566
644;1;4500000;45;20;12;16.5;10;0;0;1;1;1;1;17;14;0;0;0;0;1;;uzao;100000;11.51293;2.995732;3.806663;2.484907;2.80336;2.302585;0;8.974412;14.49068;6.174761;7.85883;5.301898;2.833213;2.639057;8.027098;6.964624;13;14.49067931;26.88493523;11.51292546
645;1;5250000;47;23;12;16.5;10;0;0;1;1;1;1;14;3;0;0;0;0;1;0;uzao;111702.1;11.62359;3.135494;3.850147;2.484907;2.80336;2.302585;0;9.831324;14.82364;6.174761;7.85883;5.301898;2.639057;1.098612;6.964624;1.206949;12;14.82363655;30.82605947;11.62359079
646;1;6400000;30;18;8;16.5;5;0;0;1;0;1;0;9;7;0;0;0;0;1;;uzao;213333.3;12.27061;2.890372;3.401197;2.079442;2.80336;1.609438;0;8.354249;11.56814;4.324077;7.85883;2.590291;2.197225;1.94591;4.827796;3.786566;4;11.56814363;24.14688508;12.27061101
647;1;5700000;34;20;6;16.5;10;1;0;1;1;0;0;9;1;1;0;0;0;1;;uzao;167647.1;12.02962;2.995732;3.526361;1.791759;2.80336;2.302585;2.302585;8.974412;12.43522;3.210402;7.85883;5.301898;2.197225;0;4.827796;0;8;12.43521855;26.88493523;12.02961645
648;1;4200000;45;20;12;16.5;10;0;0;1;1;1;0;17;14;0;0;0;0;1;;uzao;93333.34;11.44393;2.995732;3.806663;2.484907;2.80336;2.302585;0;8.974412;14.49068;6.174761;7.85883;5.301898;2.833213;2.639057;8.027098;6.964624;13;14.49067931;26.88493523;11.44393266
649;1;5300000;35;20;6;16.5;10;0;0;1;1;1;0;9;5;0;0;0;0;1;0;uzao;151428.6;11.92787;2.995732;3.555348;1.791759;2.80336;2.302585;0;8.974412;12.6405;3.210402;7.85883;5.301898;2.197225;1.609438;4.827796;2.590291;9;12.64049984;26.88493523;11.92786951
650;1;5890000;35;21;6;16.5;10;0;0;1;0;0;0;9;9;0;1;0;0;1;;uzao;168285.7;12.03342;3.044523;3.555348;1.791759;2.80336;2.302585;0;9.269117;12.6405;3.210402;7.85883;5.301898;2.197225;2.197225;4.827796;4.827796;8;12.64049984;28.2200343;12.03341841
651;1;6750000;39;19;10;16.5;5;0;0;1;1;1;0;17;4;0;0;0;0;1;1;uzao;173076.9;12.06149;2.944439;3.663562;2.302585;2.80336;1.609438;0;8.669721;13.42168;5.301898;7.85883;2.590291;2.833213;1.386294;8.027098;1.921812;10;13.42168393;25.52746416;12.06149128
652;1;6200000;32;19;6;16.5;25;1;0;0;0;1;0;9;8;0;0;0;0;1;0;uzao;193750;12.17432;2.944439;3.465736;1.791759;2.80336;3.218876;3.218876;8.669721;12.01133;3.210402;7.85883;10.36116;2.197225;2.079442;4.827796;4.324077;7;12.01132535;25.52746416;12.17432395
653;1;5500000;33;19;6;16.5;10;1;0;1;0;0;0;9;9;0;1;0;0;1;1;uzao;166666.7;12.02375;2.944439;3.496508;1.791759;2.80336;2.302585;2.302585;8.669721;12.22557;3.210402;7.85883;5.301898;2.197225;2.197225;4.827796;4.827796;8;12.22556513;25.52746416;12.02375129
654;1;5300000;47;23;12;16.5;15;0;1;0;1;0;0;17;1;1;0;0;0;1;0;uzao;112766;11.63307;3.135494;3.850147;2.484907;2.80336;2.70805;0;9.831324;14.82364;6.174761;7.85883;7.333536;2.833213;0;8.027098;0;12;14.82363655;30.82605947;11.63307015
655;1;5860200;69;38;12;16.5;10;0;1;1;1;1;0;17;6;0;0;0;0;1;1;uzao;84930.44;11.34959;3.637586;4.234107;2.484907;2.80336;2.302585;0;13.23203;17.92766;6.174761;7.85883;5.301898;2.833213;1.791759;8.027098;3.210402;19;17.92765789;48.13266036;11.34958785
656;1;4800000;44;17;8;16.5;15;0;1;0;1;1;0;17;7;0;0;0;0;1;0;uzao;109090.9;11.59994;2.833213;3.78419;2.079442;2.80336;2.70805;0;8.027098;14.32009;4.324077;7.85883;7.333536;2.833213;1.94591;8.027098;3.786566;19;14.32009119;22.74248075;11.59993676
657;1;5890000;35;21;6;16.5;10;1;0;1;1;0;0;9;9;0;1;0;0;1;0;uzao;168285.7;12.03342;3.044523;3.555348;1.791759;2.80336;2.302585;2.302585;9.269117;12.6405;3.210402;7.85883;5.301898;2.197225;2.197225;4.827796;4.827796;8;12.64049984;28.2200343;12.03341841
658;1;6500000;35;19;9;14;5;1;0;1;1;1;1;14;7;0;0;1;0;0;0;szao;185714.3;12.13196;2.944439;3.555348;2.197225;2.639057;1.609438;1.609438;8.669721;12.6405;4.827796;6.964624;2.590291;2.639057;1.94591;6.964624;3.786566;7;12.64049984;25.52746416;12.13196475
659;1;5400000;48;30;10;14;15;0;0;1;1;1;1;16;2;0;0;1;0;0;;szao;112500;11.63071;3.401197;3.871201;2.302585;2.639057;2.70805;0;11.56814;14.9862;5.301898;6.964624;7.333536;2.772589;0.6931472;7.687248;0.480453;8;14.98619727;39.34553982;11.6307085
660;1;8700000;53;33;10;14;12;1;1;1;0;0;1;5;1;1;0;1;0;0;0;szao;164150.9;12.00854;3.496508;3.970292;2.302585;2.639057;2.484907;2.484907;12.22557;15.76322;5.301898;6.964624;6.174761;1.609438;0;2.590291;0;10;15.76321788;42.74678091;12.00854141
661;1;8700000;53;33;10;14;12;1;1;1;0;0;0;5;1;1;0;1;0;0;0;szao;164150.9;12.00854;3.496508;3.970292;2.302585;2.639057;2.484907;2.484907;12.22557;15.76322;5.301898;6.964624;6.174761;1.609438;0;2.590291;0;10;15.76321788;42.74678091;12.00854141
662;1;7500000;39;18;8;14;7;0;1;1;1;0;0;14;14;0;1;1;0;0;1;szao;192307.7;12.16685;2.890372;3.663562;2.079442;2.639057;1.94591;0;8.354249;13.42168;4.324077;6.964624;3.786566;2.639057;2.639057;6.964624;6.964624;13;13.42168393;24.14688508;12.16685197
663;1;5350000;48;30;10;14;15;0;0;1;1;1;0;16;2;0;0;1;0;0;;szao;111458.3;11.62141;3.401197;3.871201;2.302585;2.639057;2.70805;0;11.56814;14.9862;5.301898;6.964624;7.333536;2.772589;0.6931472;7.687248;0.480453;8;14.98619727;39.34553982;11.62140581
664;1;5400000;35;15;10;24.5;5;1;0;1;0;1;1;9;2;0;0;0;0;1;1;uzao;154285.7;11.94656;2.70805;3.555348;2.302585;3.198673;1.609438;1.609438;7.333536;12.6405;5.301898;10.23151;2.590291;2.197225;0.6931472;4.827796;0.480453;10;12.64049984;19.85958335;11.94656136
665;1;5500000;38;19;7;24.5;5;1;0;1;1;1;1;10;4;0;0;0;0;1;0;uzao;144736.8;11.88267;2.944439;3.637586;1.94591;3.198673;1.609438;1.609438;8.669721;13.23203;3.786566;10.23151;2.590291;2.302585;1.386294;5.301898;1.921812;12;13.23203307;25.52746416;11.8826722
666;1;8800000;39;20;9;24.5;7;1;0;1;1;1;1;9;2;0;0;0;0;1;1;uzao;225641;12.3267;2.995732;3.663562;2.197225;3.198673;1.94591;1.94591;8.974412;13.42168;4.827796;10.23151;3.786566;2.197225;0.6931472;4.827796;0.480453;10;13.42168393;26.88493523;12.32670052
667;1;5850000;39;20;9;24.5;8;1;0;1;0;1;1;12;2;0;0;0;0;1;1;uzao;150000;11.91839;2.995732;3.663562;2.197225;3.198673;2.079442;2.079442;8.974412;13.42168;4.827796;10.23151;4.324077;2.484907;0.6931472;6.174761;0.480453;10;13.42168393;26.88493523;11.91839057
668;1;5850000;39;20;9;24.5;8;1;0;1;0;1;0;12;2;0;0;0;0;1;1;uzao;150000;11.91839;2.995732;3.663562;2.197225;3.198673;2.079442;2.079442;8.974412;13.42168;4.827796;10.23151;4.324077;2.484907;0.6931472;6.174761;0.480453;10;13.42168393;26.88493523;11.91839057
669;1;6000000;35;15;9;24.5;5;1;0;1;1;1;0;16;12;0;0;0;0;1;1;uzao;171428.6;12.05192;2.70805;3.555348;2.197225;3.198673;1.609438;1.609438;7.333536;12.6405;4.827796;10.23151;2.590291;2.772589;2.484907;7.687248;6.174761;11;12.64049984;19.85958335;12.05192213
670;1;7000000;39;20;9;24.5;7;1;0;1;1;1;0;9;2;0;0;0;0;1;1;uzao;179487.2;12.09786;2.995732;3.663562;2.197225;3.198673;1.94591;1.94591;8.974412;13.42168;4.827796;10.23151;3.786566;2.197225;0.6931472;4.827796;0.480453;10;13.42168393;26.88493523;12.09785918
671;1;6100000;39;19;9;24.5;10;1;0;0;1;1;0;12;10;0;0;0;0;1;0;uzao;156410.3;11.96024;2.944439;3.663562;2.197225;3.198673;2.302585;2.302585;8.669721;13.42168;4.827796;10.23151;5.301898;2.484907;2.302585;6.174761;5.301898;11;13.42168393;25.52746416;11.96023796
672;1;5800000;37;17;10;24.5;5;1;0;1;1;1;0;17;4;0;0;0;0;1;1;uzao;156756.8;11.96245;2.833213;3.610918;2.302585;3.198673;1.609438;1.609438;8.027098;13.03873;5.301898;10.23151;2.590291;2.833213;1.386294;8.027098;1.921812;10;13.03872817;22.74248075;11.96245084
673;1;8900000;48;21;10;24.5;3;1;1;1;1;1;0;9;5;0;0;0;0;1;1;uzao;185416.7;12.13036;3.044523;3.871201;2.302585;3.198673;1.098612;1.098612;9.269117;14.9862;5.301898;10.23151;1.206949;2.197225;1.609438;4.827796;2.590291;17;14.98619727;28.2200343;12.130361
674;1;5850000;38;19;9;24.5;7;1;0;1;1;1;0;10;4;0;0;0;0;1;0;uzao;153947.4;11.94437;2.944439;3.637586;2.197225;3.198673;1.94591;1.94591;8.669721;13.23203;4.827796;10.23151;3.786566;2.302585;1.386294;5.301898;1.921812;10;13.23203307;25.52746416;11.94436626
675;1;5400000;35;15;10;24.5;5;1;0;1;0;1;0;9;2;0;0;0;0;1;1;uzao;154285.7;11.94656;2.70805;3.555348;2.302585;3.198673;1.609438;1.609438;7.333536;12.6405;5.301898;10.23151;2.590291;2.197225;0.6931472;4.827796;0.480453;10;12.64049984;19.85958335;11.94656136
676;1;5500000;38;19;7;24.5;5;1;0;1;1;1;0;10;4;0;0;0;0;1;0;uzao;144736.8;11.88267;2.944439;3.637586;1.94591;3.198673;1.609438;1.609438;8.669721;13.23203;3.786566;10.23151;2.590291;2.302585;1.386294;5.301898;1.921812;12;13.23203307;25.52746416;11.8826722
677;1;7500000;37;19;8;8.5;5;0;0;1;0;0;1;12;1;1;0;0;1;0;0;zao;202702.7;12.2195;2.944439;3.610918;2.079442;2.140066;1.609438;0;8.669721;13.03873;4.324077;4.579883;2.590291;2.484907;0;6.174761;0;10;13.03872817;25.52746416;12.21949565
678;1;14250000;50;26;12;8.5;15;1;1;0;0;1;1;6;3;0;0;0;1;0;0;zao;285000;12.56024;3.258096;3.912023;2.484907;2.140066;2.70805;2.70805;10.61519;15.30392;6.174761;4.579883;7.333536;1.791759;1.098612;3.210402;1.206949;12;15.30392399;34.58532373;12.56024446
679;1;15200000;33;23;6;8.5;10;0;0;1;0;1;1;13;12;0;0;0;1;0;;zao;460606.1;13.0403;3.135494;3.496508;1.791759;2.140066;2.302585;0;9.831324;12.22557;3.210402;4.579883;5.301898;2.564949;2.484907;6.578965;6.174761;4;12.22556513;30.82605947;13.04029851
680;1;6850000;31;21;6;8.5;10;1;0;1;1;1;1;9;7;0;0;0;1;0;0;zao;220967.7;12.30577;3.044523;3.433987;1.791759;2.140066;2.302585;2.302585;9.269117;11.79227;3.210402;4.579883;5.301898;2.197225;1.94591;4.827796;3.786566;4;11.79226812;28.2200343;12.30577182
681;1;3590000;20;16;3;8.5;15;0;1;1;0;0;0;5;1;1;0;0;1;0;0;zao;179500;12.09793;2.772589;2.995732;1.098612;2.140066;2.70805;0;7.687248;8.974412;1.206949;4.579883;7.333536;1.609438;0;2.590291;0;1;8.974411855;21.31357773;12.09793049
682;1;9700000;37;16;9;8.5;5;0;0;1;1;1;0;23;12;0;0;0;1;0;1;zao;262162.2;12.47672;2.772589;3.610918;2.197225;2.140066;1.609438;0;7.687248;13.03873;4.827796;4.579883;2.590291;3.135494;2.484907;9.831324;6.174761;12;13.03872817;21.31357773;12.47671868
683;1;10000000;42;22;11;8.5;5;0;0;1;1;1;0;17;2;0;0;0;1;0;;zao;238095.2;12.38043;3.091043;3.73767;2.397895;2.140066;1.609438;0;9.554543;13.97017;5.749902;4.579883;2.590291;2.833213;0.6931472;8.027098;0.480453;9;13.97017418;29.53349942;12.38042587
684;1;7450000;37;19;8;8.5;5;0;0;1;0;0;0;12;1;1;0;0;1;0;0;zao;201351.3;12.21281;2.944439;3.610918;2.079442;2.140066;1.609438;0;8.669721;13.03873;4.324077;4.579883;2.590291;2.484907;0;6.174761;0;10;13.03872817;25.52746416;12.21280642
685;1;10580000;45;20;10;8.5;8;0;1;0;1;1;0;11;8;0;0;0;1;0;0;zao;235111.1;12.36781;2.995732;3.806663;2.302585;2.140066;2.079442;0;8.974412;14.49068;5.301898;4.579883;4.324077;2.397895;2.079442;5.749902;4.324077;15;14.49067931;26.88493523;12.36781345
686;1;7850000;36;21;7;8.5;10;1;0;1;1;1;0;12;4;0;0;0;1;0;0;zao;218055.6;12.29251;3.044523;3.583519;1.94591;2.140066;2.302585;2.302585;9.269117;12.84161;3.786566;4.579883;5.301898;2.484907;1.386294;6.174761;1.921812;8;12.84160798;28.2200343;12.29250536
687;1;6500000;36;19;8;8.7;5;0;0;1;0;0;1;16;1;1;0;0;1;0;0;zao;180555.6;12.10379;2.944439;3.583519;2.079442;2.163323;1.609438;0;8.669721;12.84161;4.324077;4.679966;2.590291;2.772589;0;7.687248;0;9;12.84160798;25.52746416;12.10379404
688;1;13000000;56;30;10;8.7;7;0;0;1;0;1;1;16;14;0;0;0;1;0;;zao;232142.9;12.35511;3.401197;4.025352;2.302585;2.163323;1.94591;0;11.56814;16.20345;5.301898;4.679966;3.786566;2.772589;2.639057;7.687248;6.964624;16;16.20345623;39.34553982;12.35510841
689;1;14000000;54;38;10;8.7;7;0;0;1;0;0;1;16;16;0;1;0;1;0;;zao;259259.3;12.46558;3.637586;3.988984;2.302585;2.163323;1.94591;0;13.23203;15.91199;5.301898;4.679966;3.786566;2.772589;2.772589;7.687248;7.687248;6;15.91199372;48.13266036;12.465584
690;1;6700000;31;19;5;8.7;8;1;0;1;1;1;0;8;7;0;0;0;1;0;0;zao;216129;12.28363;2.944439;3.433987;1.609438;2.163323;2.079442;2.079442;8.669721;11.79227;2.590291;4.679966;4.324077;2.079442;1.94591;4.324077;3.786566;7;11.79226812;25.52746416;12.28363073
691;1;6200000;32;18;7;8.7;5;1;1;1;1;1;0;5;2;0;0;0;1;0;0;zao;193750;12.17432;2.890372;3.465736;1.94591;2.163323;1.609438;1.609438;8.354249;12.01133;3.786566;4.679966;2.590291;1.609438;0.6931472;2.590291;0.480453;7;12.01132535;24.14688508;12.17432395
692;1;9900000;43;19;9;8.7;6;1;0;1;1;1;0;17;12;0;0;0;1;0;;zao;230232.6;12.34685;2.944439;3.7612;2.197225;2.163323;1.791759;1.791759;8.669721;14.14663;4.827796;4.679966;3.210402;2.833213;2.484907;8.027098;6.174761;15;14.14662631;25.52746416;12.34684538
693;1;6500000;36;19;8;8.7;5;0;0;1;0;0;0;16;1;1;0;0;1;0;0;zao;180555.6;12.10379;2.944439;3.583519;2.079442;2.163323;1.609438;0;8.669721;12.84161;4.324077;4.679966;2.590291;2.772589;0;7.687248;0;9;12.84160798;25.52746416;12.10379404
