ID фианита,Вес (карат),Качество огранки,Цвет,Оценка чистоты,Высота на средний диаметр (%),Ширина площадки на средний диаметр (%),Длина (мм),Ширина (мм),Высота (мм),Стоимость
681,13681,0.32,Идеальное,Голубой,Чистый,60.9,56.0,4.42,4.41,2.69,1080
682,20805,0.35,Идеальное,Аква,"Мелкие включения, видимые без увеличения",62.1,57.0,4.49,4.47,2.78,772
683,22114,0.52,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.8,55.4,5.13,5.17,3.18,1620
684,14336,0.91,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.6,57.0,6.23,6.24,3.84,3034
685,8910,0.7,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.1,58.0,5.68,5.72,3.54,2083
686,4515,0.7,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.2,57.0,5.7,5.66,3.59,2117
687,25003,0.35,Отличное,Аква,"Мелкие включения, видимые без увеличения",63.3,57.0,4.53,4.51,2.86,827
688,25471,0.4,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",60.3,58.0,4.8,4.82,2.9,1053
689,26375,0.38,Идеальное,,"Мелкие включения, видимые без увеличения",60.6,56.0,4.73,4.7,2.86,827
690,2478,0.57,Отличное,Розовый,"Мелкие включения, видимые без увеличения",60.1,56.0,5.4,5.42,3.25,1235
691,19953,0.28,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",62.4,56.0,4.16,4.2,2.61,646
692,20853,0.47,Отличное,Розовый,"Очень мелкие включения, не видимые без увеличения",60.9,59.0,4.99,5.03,3.05,1418
693,2331,0.31,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",60.5,60.0,4.34,4.39,2.64,544
694,17317,1.03,Почти идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.0,58.0,6.46,6.41,3.99,3749
695,12711,0.4,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",61.9,58.0,4.71,4.73,2.92,666
696,15253,0.7,Очень хорошее,Розовый,"Мелкие включения, видимые без увеличения",57.2,63.0,5.84,5.87,3.35,2401
697,3073,0.52,Очень хорошее,Шампань,"Очень мелкие включения, видимые без увеличения",64.3,56.0,5.02,5.14,3.27,1625
698,752,0.43,Идеальное,Белый,Чистый,61.8,55.0,4.85,4.89,3.01,1433
699,5558,0.38,Идеальное,Аква,"Мелкие включения, видимые без увеличения",62.0,53.0,4.68,4.71,2.91,599
700,2885,0.32,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.6,59.0,4.33,4.36,2.72,561
701,535,0.32,Очень хорошее,,"Очень мелкие включения, видимые без увеличения",59.5,64.0,4.42,4.45,2.64,756
702,15371,0.7,Отличное,Розовый,"Мелкие включения, видимые без увеличения",56.9,62.0,5.87,5.9,3.35,2177
703,22814,0.34,Отличное,Шампань,"Мелкие включения, видимые без увеличения",62.9,55.0,4.47,4.5,2.82,596
704,2994,0.33,Отличное,Белый,"Очень мелкие включения, не видимые без увеличения",62.8,59.0,4.38,4.44,2.77,868
705,25831,0.9,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",62.9,58.0,6.16,6.11,3.86,4158
706,10309,0.51,Очень хорошее,Розовый,"Очень мелкие включения, не видимые без увеличения",62.4,63.0,5.05,5.08,3.16,2195
707,7156,0.56,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.6,55.0,5.25,5.29,3.3,2057
708,4577,0.38,Идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",61.4,55.0,4.66,4.69,2.87,675
709,22500,0.71,Идеальное,,"Мелкие включения, видимые без увеличения",61.5,55.0,5.76,5.79,3.55,2721
710,10074,1.0,Отличное,Голубой,"Мелкие включения, видимые без увеличения",64.1,54.0,6.3,6.33,4.05,3991
711,14022,1.01,Хорошее,Шампань,"Мелкие включения, видимые без увеличения",64.7,59.0,6.23,6.11,3.99,4181
712,2791,0.54,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.3,56.0,5.22,5.25,3.21,1422
713,20729,0.4,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",62.4,59.0,4.7,4.73,2.94,1166
714,20502,0.75,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.5,55.0,5.82,5.77,3.62,2378
715,10974,0.6,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.6,55.0,5.43,5.48,3.36,2442
716,7778,0.5,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.1,57.0,5.05,5.09,3.15,1153
717,2291,0.9,Очень хорошее,,"Мелкие включения, видимые без увеличения",63.5,59.0,6.05,6.1,3.86,3176
718,4221,0.31,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.6,56.0,4.36,4.33,2.72,942
719,23246,0.3,Идеальное,Аква,"Очень мелкие включения, не видимые без увеличения",59.4,60.0,4.39,4.47,2.63,802
720,19776,0.57,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",59.3,57.0,5.42,5.45,3.23,1942
721,897,0.3,Идеальное,,"Очень мелкие включения, не видимые без увеличения",62.6,56.0,4.26,4.3,2.68,515
722,22053,0.37,Отличное,Розовый,"Очень мелкие включения, видимые без увеличения",58.6,65.0,4.68,4.71,2.75,863
723,17727,0.27,Отличное,Шампань,"Очень мелкие включения, не видимые без увеличения",59.9,57.0,4.23,4.25,2.54,620
724,19956,1.0,Отличное,Голубой,"Мелкие включения, видимые без увеличения",63.1,58.0,6.29,6.36,3.99,3975
725,5101,0.59,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",63.2,57.0,5.28,5.32,3.35,1948
726,26167,0.42,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.2,57.0,4.79,4.77,3.02,945
727,1200,0.41,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.4,54.0,4.81,4.78,2.99,1061
728,7868,0.34,Почти идеальное,,"Очень мелкие включения, не видимые без увеличения",61.2,58.0,4.51,4.48,2.75,862
729,15200,0.32,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",62.1,56.0,4.38,4.41,2.73,702
730,8537,0.31,Отличное,Белый,"Мелкие включения, видимые без увеличения",62.8,55.0,4.32,4.38,2.73,462
731,7474,0.7,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.9,56.0,5.68,5.7,3.52,3253
732,22891,0.33,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",60.8,62.0,4.46,4.42,2.7,743
733,1000,1.04,Отличное,Белый,"Мелкие включения, видимые без увеличения",62.6,58.0,6.42,6.49,4.04,4375
734,12817,0.72,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",62.7,57.0,5.74,5.7,3.59,1764
735,24171,0.91,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",63.6,60.0,6.11,6.03,3.86,4209
736,26710,0.41,Идеальное,Желтый,"Очень мелкие включения, не видимые без увеличения",61.2,57.0,4.82,4.79,2.94,994
737,13924,0.53,Идеальное,Зеленый,Чистый,62.1,55.0,5.18,5.22,3.23,1654
738,8766,0.9,Отличное,Розовый,"Мелкие включения, видимые без увеличения",61.7,60.0,6.19,6.22,3.83,3854
739,20768,0.4,Отличное,,Чистый,61.2,57.0,4.77,4.79,2.92,1220
740,11197,0.9,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.8,54.0,6.11,6.15,3.85,3820
741,10526,0.9,Почти идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",60.4,59.0,6.27,6.24,3.78,4246
742,16872,0.35,Почти идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.7,59.0,4.53,4.51,2.79,788
743,19540,0.31,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",60.8,61.0,4.33,4.35,2.64,625
744,5133,0.35,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",62.1,56.0,4.56,4.52,2.82,956
745,23593,1.02,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",61.9,55.0,6.43,6.46,3.99,3983
746,8167,0.3,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.2,55.0,4.28,4.31,2.67,624
747,21197,0.72,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",58.9,58.0,5.93,5.85,3.47,3032
748,13736,0.33,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",60.9,57.0,4.46,4.51,2.73,761
749,19527,0.31,Идеальное,Голубой,"Мелкие включения, видимые без увеличения",61.8,54.0,4.35,4.4,2.7,441
750,3777,0.7,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",61.0,58.0,5.75,5.72,3.5,1875
751,7446,0.47,Отличное,,"Мелкие включения, видимые без увеличения",63.3,60.0,4.98,4.94,3.14,1086
752,11332,0.7,Отличное,,"Мелкие включения, видимые без увеличения",62.3,57.0,5.65,5.69,3.53,2196
753,26757,0.44,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.5,57.0,4.88,4.87,3.0,990
754,19172,0.81,Отличное,Белый,"Мелкие включения, видимые без увеличения",62.5,60.0,5.89,5.94,3.69,2806
755,3527,0.3,Очень хорошее,Голубой,"Мелкие включения, видимые без увеличения",63.4,58.0,4.26,4.29,2.71,421
756,2169,0.42,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.8,56.0,4.8,4.84,2.98,931
757,21235,0.71,Отличное,Шампань,"Мелкие включения, видимые без увеличения",60.3,58.0,5.8,5.85,3.51,2570
758,23891,0.51,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",62.4,59.0,5.07,5.12,3.18,1381
759,5377,0.9,Отличное,Аква,"Мелкие включения, видимые без увеличения",61.1,63.0,6.21,6.17,3.78,3997
760,1181,0.68,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",58.6,59.0,5.8,5.77,3.39,2326
761,450,0.91,Отличное,Шампань,"Мелкие включения, видимые без увеличения",62.8,61.0,6.07,6.09,3.82,3703
762,11059,0.32,Идеальное,Белый,Чистый,61.8,55.0,4.42,4.45,2.74,918
763,23635,0.31,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.5,60.0,4.31,4.34,2.66,544
764,10489,0.32,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.8,55.0,4.43,4.41,2.73,720
765,1248,1.03,Идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.9,56.0,6.47,6.43,3.99,4280
766,7390,0.7,Почти идеальное,,"Мелкие включения, видимые без увеличения",62.1,60.0,5.71,5.73,3.55,2299
767,11916,0.31,Почти идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",59.4,58.0,4.41,4.45,2.63,766
768,17633,0.24,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.2,54.0,3.97,4.0,2.48,364
769,664,0.71,Почти идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",61.9,58.0,5.76,5.71,3.55,2104
770,14981,0.7,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",63.8,55.0,5.66,5.59,3.59,2496
771,24232,0.25,Идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",62.5,56.0,4.06,4.03,2.53,577
772,18103,0.52,Очень хорошее,Аква,"Мелкие включения, видимые без увеличения",63.7,55.0,5.12,5.09,3.25,1605
773,19097,1.0,Отличное,Зеленый,"Мелкие включения, видимые без увеличения",63.1,58.0,6.3,6.35,3.99,4149
774,25233,0.4,Отличное,Белый,"Мелкие включения, видимые без увеличения",60.0,63.0,4.76,4.8,2.87,702
775,26077,0.81,Идеальное,Зеленый,"Мелкие включения, видимые без увеличения",62.2,57.0,5.95,5.98,3.71,2323
776,2709,0.34,Почти идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",62.1,58.0,4.49,4.46,2.78,765
777,26804,0.43,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.8,59.0,4.83,4.88,3.0,943
778,11895,0.9,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",61.4,55.0,6.18,6.16,3.79,4435
779,11737,1.01,Очень хорошее,Белый,"Мелкие включения, видимые без увеличения",63.1,55.0,6.31,6.33,3.99,4064
780,18895,0.7,Очень хорошее,Шампань,"Мелкие включения, видимые без увеличения",60.7,61.0,5.69,5.71,3.46,2405
781,2993,0.33,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",62.0,56.0,4.48,4.45,2.77,1114
782,13932,0.79,Идеальное,,"Мелкие включения, видимые без увеличения",62.1,54.0,5.92,5.96,3.69,3107
783,14855,0.34,Идеальное,Аква,"Мелкие включения, видимые без увеличения",61.2,57.0,4.51,4.48,2.75,803
784,14274,0.54,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",60.1,57.0,5.33,5.28,3.19,1439
785,5460,1.02,Очень хорошее,Желтый,"Мелкие включения, видимые без увеличения",63.4,56.0,6.36,6.42,4.05,3534
786,7269,0.3,Почти идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.5,59.0,4.33,4.31,2.66,844
787,19868,0.9,Идеальное,Белый,"Мелкие включения, видимые без увеличения",62.1,56.0,6.2,6.16,3.84,4088
788,10065,0.33,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.9,55.0,4.46,4.47,2.76,939
789,12572,0.3,Почти идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.8,58.0,4.33,4.31,2.67,911
790,25707,0.36,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",63.9,54.0,4.52,4.5,2.88,905
791,25426,0.31,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.9,54.4,4.33,4.37,2.69,685
792,8242,1.01,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",62.4,59.0,6.39,6.34,3.97,4327
793,7497,0.34,Идеальное,Аква,"Крупные включения, видимые без увеличения",61.4,55.0,4.52,4.5,2.77,530
794,19767,0.3,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.7,58.0,4.3,4.26,2.64,1013
795,23986,0.42,Почти идеальное,,"Очень мелкие включения, видимые без увеличения",61.0,59.0,4.82,4.85,2.95,958
796,11447,0.69,Почти идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",60.8,59.0,5.77,5.74,3.5,1863
797,25832,0.51,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.8,58.0,5.11,5.08,3.15,1265
798,21244,0.3,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",60.5,57.0,4.34,4.39,2.64,895
799,9955,0.36,Почти идеальное,Аква,"Очень мелкие включения, видимые без увеличения",59.1,58.0,4.68,4.63,2.75,1094
800,19866,0.78,Отличное,Голубой,"Очень мелкие включения, видимые без увеличения",61.9,57.1,5.87,5.95,3.66,2854
801,22945,0.37,Очень хорошее,Шампань,"Очень мелкие включения, видимые без увеличения",62.8,65.0,4.51,4.54,2.84,889
802,18201,1.07,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",62.0,59.0,6.54,6.5,4.04,4401
803,21345,0.5,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",63.0,61.0,5.07,5.03,3.18,1374
804,23577,0.43,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",60.9,57.0,4.86,4.89,2.97,1408
805,17602,0.23,Отличное,Розовый,"Очень мелкие включения, не видимые без увеличения",60.3,58.0,3.99,4.03,2.42,530
806,16049,,Отличное,Зеленый,"Мелкие включения, видимые без увеличения",61.8,60.0,6.34,6.37,3.93,3885
807,9335,0.32,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",61.6,58.0,4.4,4.47,2.73,594
808,3621,0.64,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.5,56.0,5.55,5.53,3.46,2074
809,3880,0.71,Отличное,Голубой,"Очень мелкие включения, не видимые без увеличения",63.0,56.0,5.63,5.68,3.56,2695
810,17781,0.29,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",62.8,55.0,4.24,4.27,2.67,498
811,10774,0.91,Очень хорошее,Голубой,"Очень мелкие включения, видимые без увеличения",63.1,59.0,6.13,6.16,3.88,3921
812,20314,0.73,Отличное,Желтый,"Очень мелкие включения, видимые без увеличения",62.7,57.0,5.71,5.74,3.59,2101
813,2011,1.16,Почти идеальное,,"Мелкие включения, видимые без увеличения",62.0,59.0,6.74,6.62,4.14,4320
814,1992,0.5,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.3,55.0,5.13,5.15,3.15,1695
815,22627,0.52,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.5,56.0,5.15,5.19,3.18,1170
816,11986,0.75,Отличное,Зеленый,"Мелкие включения, видимые без увеличения",59.1,58.0,5.87,5.91,3.48,2180
817,12582,0.4,Очень хорошее,Белый,"Мелкие включения, видимые без увеличения",63.2,58.0,4.61,4.7,2.94,655
818,23843,0.7,Почти идеальное,Шампань,"Мелкие включения, видимые без увеличения",62.0,60.0,5.72,5.67,3.53,2376
819,21737,0.33,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.3,56.0,4.46,4.43,2.77,1002
820,9355,0.31,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",61.3,56.4,4.36,4.39,2.69,652
821,1889,0.51,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.4,57.0,5.16,5.13,3.16,1781
822,19388,0.4,Идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",61.9,56.4,4.72,4.74,2.93,728
823,7682,0.42,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",62.8,59.0,4.76,4.8,3.0,958
824,20753,0.32,Идеальное,,"Очень мелкие включения, видимые без увеличения",60.5,56.0,4.44,4.42,2.68,828
825,21482,0.48,Идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",62.2,54.0,5.03,5.06,3.14,944
826,3827,0.7,Отличное,,"Мелкие включения, видимые без увеличения",63.1,56.0,5.66,5.63,3.56,2273
827,19699,0.7,Почти идеальное,Розовый,"Мелкие включения, видимые без увеличения",60.4,58.0,5.76,5.82,3.5,2196
828,24261,0.32,Идеальное,,"Очень мелкие включения, видимые без увеличения",63.0,57.0,4.35,4.32,2.73,720
829,961,0.81,Идеальное,Желтый,"Мелкие включения, видимые без увеличения",62.0,56.0,6.0,6.03,3.73,2307
830,15901,0.27,Идеальное,Белый,Чистый,62.0,56.0,4.14,4.17,2.58,627
831,286,0.51,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",62.7,56.0,5.08,5.13,3.2,1656
832,25767,0.7,Отличное,Шампань,"Мелкие включения, видимые без увеличения",63.2,61.0,5.61,5.49,3.51,2164
833,5871,0.51,Идеальное,,"Мелкие включения, видимые без увеличения",62.0,55.0,5.12,5.14,3.18,1435
834,13002,0.3,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",62.0,60.0,4.25,4.33,2.66,684
835,15202,0.41,Отличное,Белый,"Очень мелкие включения, видимые без увеличения",60.5,56.0,4.81,4.85,2.92,834
836,11181,0.25,Отличное,Аква,"Очень мелкие включения, не видимые без увеличения",63.0,56.0,3.98,4.02,2.52,512
837,8279,0.56,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",62.7,57.0,5.25,5.28,3.3,1753
838,18515,1.2,Почти идеальное,Желтый,"Очень мелкие включения, видимые без увеличения",58.0,59.0,6.98,6.92,4.03,4435
839,8878,0.38,Идеальное,,"Очень мелкие включения, не видимые без увеличения",60.3,55.0,4.69,4.79,2.86,1052
840,7692,0.28,Идеальное,Аква,"Очень мелкие включения, не видимые без увеличения",61.1,55.0,4.23,4.28,2.6,827
841,25811,1.01,Почти идеальное,Белый,"Мелкие включения, видимые без увеличения",60.4,59.0,6.57,6.52,3.95,4327
842,4768,0.71,Отличное,Белый,"Мелкие включения, видимые без увеличения",62.4,54.0,5.72,5.76,3.58,2171
843,11113,1.03,Отличное,Белый,"Мелкие включения, видимые без увеличения",63.0,60.0,6.35,6.39,4.01,3755
844,26287,0.54,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",60.5,59.0,5.24,5.28,3.18,1885
845,13636,0.41,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.0,56.0,4.79,4.82,2.93,1187
846,13925,0.31,Отличное,Шампань,"Мелкие включения, видимые без увеличения",63.1,55.0,4.36,4.33,2.74,698
847,11292,0.9,Отличное,Голубой,"Мелкие включения, видимые без увеличения",62.3,61.0,6.15,6.17,3.84,3481
848,2664,0.37,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.4,56.0,4.63,4.65,2.85,586
849,6521,0.32,Отличное,Аква,"Очень мелкие включения, не видимые без увеличения",61.9,54.0,4.43,4.46,2.75,841
850,11767,0.35,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.8,55.0,4.54,4.56,2.81,503
851,16526,0.41,Очень хорошее,Розовый,"Очень мелкие включения, не видимые без увеличения",63.6,56.0,4.72,4.68,2.99,1064
852,17531,0.43,Отличное,Розовый,"Очень мелкие включения, видимые без увеличения",61.0,57.0,4.84,4.89,2.97,1056
853,15500,0.4,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",61.1,56.0,4.78,4.75,2.91,1050
854,17808,0.63,Идеальное,Желтый,"Мелкие включения, видимые без увеличения",61.8,56.0,5.47,5.52,3.39,1565
855,659,0.91,Почти идеальное,Голубой,"Мелкие включения, видимые без увеличения",63.0,57.0,6.19,6.1,3.87,3033
856,26628,0.46,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.6,55.0,5.0,5.03,3.09,1800
857,14792,0.84,Очень хорошее,Розовый,"Крупные включения, видимые без увеличения",60.8,64.0,6.05,6.03,3.67,1749
858,11997,0.38,Очень хорошее,Шампань,"Очень мелкие включения, не видимые без увеличения",62.4,64.0,4.59,4.61,2.87,904
859,3386,0.24,Отличное,,"Очень мелкие включения, видимые без увеличения",63.0,59.0,3.93,3.97,2.49,419
860,1852,0.34,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",60.4,57.0,4.53,4.55,2.74,723
861,23731,0.27,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",59.9,58.0,4.17,4.24,2.52,470
862,18167,0.55,Идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.7,57.0,5.21,5.26,3.23,1848
863,16437,0.83,Идеальное,Аква,"Мелкие включения, видимые без увеличения",61.9,56.0,6.01,6.04,3.73,4159
864,25633,0.51,Очень хорошее,Розовый,"Очень мелкие включения, видимые без увеличения",63.7,56.0,5.05,5.03,3.21,1574
865,9500,0.76,Идеальное,Зеленый,"Очень мелкие включения, видимые без увеличения",61.3,56.0,5.87,5.91,3.61,2793
866,16220,0.9,Очень хорошее,Аква,"Мелкие включения, видимые без увеличения",63.5,57.0,6.11,6.15,3.89,4381
867,25291,0.53,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.9,55.0,5.18,5.22,3.22,1435
868,5132,0.33,Идеальное,,"Очень мелкие включения, не видимые без увеличения",62.4,57.0,4.41,4.44,2.76,579
869,7894,0.28,Отличное,Шампань,"Очень мелкие включения, видимые без увеличения",62.2,59.0,4.19,4.23,2.62,428
870,25450,0.91,Почти идеальное,Голубой,"Мелкие включения, видимые без увеличения",60.9,58.0,6.26,6.22,3.8,3414
871,14386,,Отличное,Белый,"Очень мелкие включения, не видимые без увеличения",60.4,58.0,5.77,5.82,3.5,3043
872,26922,0.93,Идеальное,,"Мелкие включения, видимые без увеличения",62.0,56.0,6.25,6.29,3.89,4179
873,1922,0.42,Почти идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.7,59.0,4.82,4.78,2.96,1221
874,21114,0.24,Почти идеальное,Аква,"Очень мелкие включения, видимые без увеличения",61.4,55.0,4.05,3.99,2.47,485
875,23281,0.75,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.8,55.0,5.85,5.87,3.62,3086
876,2792,0.32,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.9,55.0,4.38,4.41,2.72,954
877,20747,0.39,Почти идеальное,Белый,Чистый,59.8,55.0,4.84,4.77,2.87,1271
878,22079,0.6,Идеальное,Шампань,"Мелкие включения, видимые без увеличения",61.4,57.0,5.52,5.46,3.37,1601
879,19738,0.69,Отличное,Белый,"Очень мелкие включения, не видимые без увеличения",60.8,55.0,5.74,5.77,3.5,3323
880,11537,0.25,Почти идеальное,Розовый,Чистый,61.1,58.0,4.1,4.08,2.5,740
881,20738,0.3,Идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",61.7,55.0,4.31,4.35,2.67,747
882,514,0.3,Идеальное,Розовый,"Очень мелкие включения, видимые без увеличения",62.0,54.0,4.31,4.34,2.68,605
883,6636,0.79,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.1,57.0,5.98,5.93,3.64,2898
884,1133,0.74,Почти идеальное,Желтый,"Мелкие включения, видимые без увеличения",61.6,59.0,5.82,5.77,3.57,1931
885,13010,0.61,Идеальное,Шампань,"Очень мелкие включения, видимые без увеличения",61.4,56.0,5.47,5.51,3.37,2434
886,8140,0.7,Очень хорошее,Шампань,"Мелкие включения, видимые без увеличения",58.3,64.0,5.77,5.69,3.34,2370
887,19461,0.5,Идеальное,Голубой,"Очень мелкие включения, видимые без увеличения",61.3,56.0,5.12,5.16,3.15,1349
888,19127,0.31,Почти идеальное,Белый,"Очень мелкие включения, видимые без увеличения",59.8,60.0,4.4,4.43,2.64,544
889,24691,0.31,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",61.1,57.0,4.36,4.35,2.66,732
890,25643,0.33,Идеальное,Шампань,"Очень мелкие включения, не видимые без увеличения",61.0,54.0,4.52,4.49,2.75,950
891,12646,0.32,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.1,56.0,4.4,4.36,2.72,672
892,1214,0.71,Отличное,Аква,"Очень мелкие включения, видимые без увеличения",62.0,61.0,5.71,5.74,3.55,3420
893,21611,0.3,Почти идеальное,,"Очень мелкие включения, видимые без увеличения",62.6,60.0,4.22,4.28,2.66,394
894,4527,0.35,Отличное,Аква,"Мелкие включения, видимые без увеличения",60.1,61.0,4.56,4.59,2.75,644
895,17963,0.4,Почти идеальное,Белый,"Очень мелкие включения, не видимые без увеличения",60.3,58.0,4.83,4.79,2.9,1155
896,17363,0.31,Отличное,Белый,"Очень мелкие включения, не видимые без увеличения",62.1,56.0,4.27,4.33,2.67,707
897,17683,0.56,Идеальное,Розовый,"Очень мелкие включения, не видимые без увеличения",61.1,57.0,5.32,5.35,3.25,2676
898,16239,0.3,Отличное,Шампань,"Очень мелкие включения, не видимые без увеличения",62.6,56.0,4.26,4.27,2.67,862
899,23089,0.27,Отличное,Белый,"Очень мелкие включения, не видимые без увеличения",61.0,56.0,4.21,4.25,2.57,566
900,2019,0.7,Почти идеальное,Зеленый,"Очень мелкие включения, не видимые без увеличения",62.4,61.0,5.75,5.6,3.54,2415
901,13942,0.42,Почти идеальное,Голубой,"Очень мелкие включения, не видимые без увеличения",62.4,57.0,4.83,4.78,3.0,984
902,22319,0.23,Идеальное,Белый,"Мелкие включения, видимые без увеличения",61.2,56.0,3.97,4.0,2.44,375
903,22588,0.9,Очень хорошее,Розовый,"Мелкие включения, видимые без увеличения",62.6,58.0,6.1,6.14,3.83,4006
904,4043,0.5,Почти идеальное,Аква,"Мелкие включения, видимые без увеличения",60.7,61.0,5.12,5.09,3.1,1654
905,16489,0.61,Идеальное,Аква,"Мелкие включения, видимые без увеличения",62.1,55.0,5.42,5.43,3.37,1752
906,7298,0.58,Очень хорошее,Белый,"Очень мелкие включения, видимые без увеличения",59.0,62.0,5.44,5.48,3.22,1777
907,3160,0.51,Идеальное,Белый,"Очень мелкие включения, видимые без увеличения",62.0,56.0,5.18,5.11,3.19,1443
