# Метеостанция Нижневартовск / им. В. И. Муравленко (аэропорт), Россия, WMO_ID=23471, выборка с 01.04.2018 по 01.05.2018, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=23471&lang=ru
#
"Местное время в Нижневартовске / им. В. И. Муравленко (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.04.2018 20:00";"2.0";"751.9";"757.0";"-0.3";"68";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"4.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-3.4";"Осадков нет";"12";"";"";"";"";
"09.04.2018 17:00";"3.6";"752.2";"757.2";"0.1";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"-2.7";"";"";"";"";"";"";
"09.04.2018 14:00";"3.8";"752.1";"757.1";"-0.9";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-2.5";"";"";"";"";"";"";
"09.04.2018 11:00";"2.5";"753.0";"758.0";"-0.8";"81";"Ветер, дующий с востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-0.5";"";"";"";"";"";"";
"09.04.2018 08:00";"0.5";"753.8";"759.0";"-0.2";"83";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";" ";"";"";"-1.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-2.1";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"67.0";
"09.04.2018 05:00";"0.4";"754.0";"759.1";"-0.1";"71";"Ветер, дующий с востоко-юго-востока";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-4.3";"";"";"";"";"";"";
"09.04.2018 02:00";"0.0";"754.1";"759.3";"-0.5";"68";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.2";"";"";"";"";"";"";
"08.04.2018 23:00";"1.0";"754.6";"759.8";"-0.2";"59";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.2";"";"";"";"";"";"";
"08.04.2018 20:00";"2.6";"754.8";"759.9";"0.4";"53";"Ветер, дующий с востока";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"5.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.0";"Осадков нет";"12";"";"";"";"";
"08.04.2018 17:00";"4.7";"754.4";"759.5";"0.1";"44";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.5";"";"";"";"";"";"";
"08.04.2018 14:00";"5.2";"754.3";"759.4";"-0.5";"46";"Ветер, дующий с востока";"5";"";"11";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-5.7";"";"";"";"";"";"";
"08.04.2018 11:00";"2.3";"754.8";"759.9";"-0.4";"55";"Ветер, дующий с востока";"6";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-6.0";"";"";"";"";"";"";
"08.04.2018 08:00";"-1.5";"755.2";"760.3";"0.1";"62";"Ветер, дующий с востоко-северо-востока";"5";"";"";"Облаков нет.";" ";"";"";"-6.1";"";"";"";"";"";"";"50.0";"-7.9";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"69.0";
"08.04.2018 05:00";"-4.9";"755.1";"760.3";"-0.1";"71";"Ветер, дующий с востоко-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-9.4";"";"";"";"";"";"";
"08.04.2018 02:00";"-4.0";"755.2";"760.5";"-0.7";"69";"Ветер, дующий с северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-9.0";"";"";"";"";"";"";
"07.04.2018 23:00";"-1.9";"755.9";"761.1";"-0.2";"63";"Ветер, дующий с северо-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-8.1";"";"";"";"";"";"";
"07.04.2018 20:00";"2.1";"756.1";"761.2";"0.6";"49";"Ветер, дующий с востока";"4";"";"";"Облаков нет.";" ";"";"";"";"4.7";"";"";"";"";"";"20.0";"-7.6";"Осадков нет";"12";"";"";"";"";
"07.04.2018 17:00";"4.5";"755.5";"760.6";"-0.3";"42";"Ветер, дующий с востоко-северо-востока";"6";"";"10";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-7.3";"";"";"";"";"";"";
"07.04.2018 14:00";"4.7";"755.8";"760.9";"0.0";"46";"Ветер, дующий с востоко-северо-востока";"8";"10";"12";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.1";"";"";"";"";"";"";
"07.04.2018 11:00";"3.5";"755.8";"760.9";"-0.3";"57";"Ветер, дующий с востоко-северо-востока";"7";"10";"11";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-4.3";"";"";"";"";"";"";
"07.04.2018 08:00";"-1.2";"756.1";"761.2";"0.6";"67";"Ветер, дующий с северо-востока";"5";"";"";"70 – 80%.";" ";"";"";"-3.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.6";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"72.0";
"07.04.2018 05:00";"-3.3";"755.5";"760.8";"-0.2";"77";"Ветер, дующий с северо-северо-востока";"4";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-6.8";"";"";"";"";"";"";
"07.04.2018 02:00";"-2.1";"755.7";"760.9";"-0.5";"75";"Ветер, дующий с северо-востока";"4";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-6.0";"";"";"";"";"";"";
"06.04.2018 23:00";"0.0";"756.2";"761.4";"-0.5";"74";"Ветер, дующий с северо-северо-востока";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-4.1";"";"";"";"";"";"";
"06.04.2018 20:00";"2.9";"756.7";"761.8";"-0.1";"64";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";" ";"";"";"";"5.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-3.3";"Осадков нет";"12";"";"";"";"";
"06.04.2018 17:00";"4.9";"756.8";"761.9";"-0.3";"61";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-2.0";"";"";"";"";"";"";
"06.04.2018 14:00";"4.4";"757.1";"762.2";"-0.6";"65";"Ветер, дующий с востоко-северо-востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-1.7";"";"";"";"";"";"";
"06.04.2018 11:00";"3.3";"757.7";"762.8";"-0.2";"68";"Ветер, дующий с северо-востока";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-2.1";"";"";"";"";"";"";
"06.04.2018 08:00";"2.0";"757.9";"763.0";"0.0";"77";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"0.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"50.0";"-1.7";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"74.0";
"06.04.2018 05:00";"0.6";"757.9";"763.0";"-0.3";"85";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-1.7";"";"";"";"";"";"";
"06.04.2018 02:00";"1.5";"758.2";"763.4";"-0.1";"65";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-4.4";"";"";"";"";"";"";
"05.04.2018 23:00";"1.6";"758.3";"763.5";"0.0";"66";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-4.2";"";"";"";"";"";"";
"05.04.2018 20:00";"2.8";"758.3";"763.4";"0.3";"49";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"5.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.9";"Осадков нет";"12";"";"";"";"";
"05.04.2018 17:00";"4.9";"758.0";"763.1";"0.1";"45";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"-6.2";"";"";"";"";"";"";
"05.04.2018 14:00";"3.9";"757.9";"763.0";"0.0";"48";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-6.1";"";"";"";"";"";"";
"05.04.2018 11:00";"2.5";"757.9";"763.0";"0.0";"52";"Ветер, дующий с юго-запада";"7";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-6.5";"";"";"";"";"";"";
"05.04.2018 08:00";"-0.5";"757.9";"763.1";"0.0";"57";"Ветер, дующий с юго-запада";"7";"10";"";"100%.";" ";"";"";"-1.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-8.0";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"75.0";
"05.04.2018 05:00";"-0.9";"757.9";"763.1";"-0.8";"60";"Ветер, дующий с юго-запада";"7";"10";"12";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-7.8";"";"";"";"";"";"";
"05.04.2018 02:00";"0.1";"758.7";"763.9";"-0.2";"57";"Ветер, дующий с юго-запада";"6";"12";"12";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.5";"";"";"";"";"";"";
"04.04.2018 23:00";"1.9";"758.9";"764.1";"-1.1";"54";"Ветер, дующий с юго-запада";"8";"12";"14";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.6";"";"";"";"";"";"";
"04.04.2018 20:00";"3.2";"760.0";"765.1";"-1.5";"52";"Ветер, дующий с юго-запада";"8";"12";"13";"100%.";" ";"";"";"";"4.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-5.9";"Осадков нет";"12";"";"";"";"";
"04.04.2018 17:00";"4.8";"761.5";"766.6";"-1.5";"46";"Ветер, дующий с юго-юго-запада";"8";"11";"15";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-6.0";"";"";"";"";"";"";
"04.04.2018 14:00";"1.7";"763.0";"768.3";"-2.2";"52";"Ветер, дующий с юго-юго-запада";"9";"12";"13";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"50.0";"-7.3";"";"";"";"";"";"";
"04.04.2018 11:00";"-2.9";"765.2";"770.5";"-3.5";"41";"Ветер, дующий с юга";"6";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"50.0";"-14.3";"";"";"";"";"";"";
"04.04.2018 08:00";"-7.2";"768.7";"774.0";"-1.9";"44";"Ветер, дующий с юга";"5";"";"";"100%.";" ";"";"";"-16.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-17.4";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"76.0";
"04.04.2018 05:00";"-11.2";"770.6";"776.1";"-0.8";"50";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-19.6";"";"";"";"";"";"";
"04.04.2018 02:00";"-13.6";"771.4";"777.0";"0.1";"50";"Ветер, дующий с юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-21.8";"";"";"";"";"";"";
"03.04.2018 23:00";"-15.8";"771.3";"776.9";"0.2";"60";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-21.8";"";"";"";"";"";"";
"03.04.2018 20:00";"-13.0";"771.1";"776.8";"0.6";"51";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"-9.1";"";"";"";"";"";"20.0";"-21.2";"Осадков нет";"12";"";"";"";"";
"03.04.2018 17:00";"-9.3";"770.5";"775.9";"1.2";"49";"Ветер, дующий с запада";"4";"";"11";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-18.2";"";"";"";"";"";"";
"03.04.2018 14:00";"-10.1";"769.3";"774.8";"1.2";"51";"Ветер, дующий с запада";"5";"";"10";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-18.5";"";"";"";"";"";"";
"03.04.2018 11:00";"-13.6";"768.1";"773.7";"1.3";"60";"Ветер, дующий с запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-19.7";"";"";"";"";"";"";
"03.04.2018 08:00";"-16.2";"766.8";"772.3";"2.6";"70";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"-17.0";"";"";"";"";"";"";"50.0";"-20.4";"1.0";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"76.0";
"03.04.2018 05:00";"-15.4";"764.2";"769.7";"4.3";"70";"Ветер, дующий с северо-северо-запада";"3";"";"12";"20–30%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-19.6";"";"";"";"";"";"";
"03.04.2018 02:00";"-8.6";"759.9";"765.3";"0.9";"89";"Ветер, дующий с севера";"7";"12";"13";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"0.5";"-10.1";"";"";"";"";"";"";
"02.04.2018 23:00";"-9.2";"759.0";"764.4";"-0.6";"79";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-12.2";"";"";"";"";"";"";
"02.04.2018 20:00";"-5.3";"759.6";"764.8";"0.0";"63";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"-0.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-11.3";"Осадков нет";"12";"";"";"";"";
"02.04.2018 17:00";"-1.1";"759.6";"764.8";"0.5";"50";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-10.4";"";"";"";"";"";"";
"02.04.2018 14:00";"-1.2";"759.1";"764.3";"0.1";"51";"Ветер, дующий с западо-юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"50.0";"-10.1";"";"";"";"";"";"";
"02.04.2018 11:00";"-14.7";"759.0";"764.2";"0.4";"";"Ветер, дующий с юго-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"";"";"";"";"";"";"";
"02.04.2018 08:00";"-10.8";"758.6";"764.4";"-0.8";"65";"Ветер, дующий с юго-запада";"5";"";"";"Облаков нет.";" ";"";"";"-14.8";"";"";"";"";"";"";"50.0";"-16.1";"Следы осадков";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"76.0";
"02.04.2018 05:00";"-13.8";"759.4";"764.8";"-0.3";"80";"Ветер, дующий с юго-запада";"3";"";"";"50%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"-16.5";"";"";"";"";"";"";
